carrec,r2013,dieta,dietes,retribucio,total,nom,dept,detalls,naut,danual,column,column2,carrec2
Promotora d'Exportacions Catalanes SA | Vocal,3,162.27,€486.81,,€486.81,"Molins Elizalde, Miquel",AG,,162.27,486.81,,,Vocal
| Responsable Tècnic/a,,,,"€35,061.02","€35,061.02","Mòller Soler, Cristina",PR,2014,,,,,Responsable Tècnic/a
Consell de la Xarxa d’Abastament Ter-Llobregat | Vocal (Representant de l'Associació Catalana de Municipis i Comarques),4,400,"€1,600.00",,"€1,600.00","Molons Antius, Alfons",PO,Associació Catalana de Municipis i Comarques,SI AUTORITZA 400,1600,,,Vocal (Representant de l'Associació Catalana de Municipis i Comarques)
Comissió Assessora sobre la Publicitat Institucional | Vocal,3,246.11,€738.33,,€738.33,"Molons Garcia, Antonio",PR,,246.11,738.33,,,Vocal
Consell d'Administració Institut Català de les Empreses Culturals | Director General Mitjans de Comunicació,6,162,€972.00,,€972.00,"Molons Garcia, Antonio",CU,,162,972,,,Director General Mitjans de Comunicació
Consell General Institut Català de les Empreses Culturals | Director General Mitjans de Comunicació,2,162,€324.00,,€324.00,"Molons Garcia, Antonio",CU,,162,324,,,Director General Mitjans de Comunicació
| Director/a General de Mitjans de Comunicació,,,,"€76,270.38","€76,270.38","Molons Garcia, Antonio",PR,2014,,,,,Director/a General de Mitjans de Comunicació
| Assessor/a En L'àmbit Del Món Local,,,,"€68,746.49","€68,746.49","Molto Biarnes, Jordi",PR,2014,,,,,Assessor/a En L'àmbit Del Món Local
IConsell Rector de l’Institut per al Desenvolupament de les Comarques de l’Ebre (IDECE) | Vicepresident 1r (Conseller del Consell Comarcal del Baix Ebre),12,63.11,€757.32,,€757.32,"Montagut Franch, Antoni",PO,,63.11,757.32,,,Vicepresident 1r (Conseller del Consell Comarcal del Baix Ebre)
Comissió Territorial d’Urbanisme de Barcelona. Ponència Tècnica | Tècnica Arquitecta del Servei Territorial de l’Arc Metropolità de Barcelona II del Departament de Territori i Sostenibilitat,8,64.91,€519.28,,€519.28,"Montalvo Cámara, Gemma Dolors",PO,,64.91,519.28,,,Tècnica Arquitecta del Servei Territorial de l’Arc Metropolità de Barcelona II del Departament de Territori i Sostenibilitat
Comissió Territorial d’Urbanisme de Barcelona. Ponència Tècnica | Vocal Federació de Municipis de Catalunya,8,64.91,€519.28,,€519.28,"Montaña Josa, Pere",PO,,64.91,519.28,,,Vocal Federació de Municipis de Catalunya
Comissió Territorial d’Urbanisme de l’Àmbit Metropolità de Barcelona. Ponència Tècnica | Vocal Federació de Municipis de Catalunya,8,64.91,€519.28,,€519.28,"Montaña Josa, Pere",PO,,64.91,519.28,,,Vocal Federació de Municipis de Catalunya
Comissió de Cooperació Local de Catalunya | Vocals suplents Adm. Locals,3,37.86,€113.58,,€113.58,"Montané Vidal, Josep",GO,,Pendent autorització,113.58,,,Vocals suplents Adm. Locals
Comissió Territorial d’Urbanisme de Terres de l’Ebre. Ponència Tècnica | Vocal Col·legi d’Enginyers Industrials de Catalunya,5,64.91,€324.55,,€324.55,"Montañés Tarín, Francisco",PO,64.91,No autoritza publicació,324.55,,,Vocal Col·legi d’Enginyers Industrials de Catalunya
Jurat Expropiació Lleida | Vocals trtulars,20,108,"€2,160.00",,"€2,160.00","Montanola Vidal. Josep M,",GO,Dept Indústria,Pendent autorització,2160,,,Vocals trtulars
Comissió Territorial d’Urbanisme de Terres de l’Ebre | Vocal Gerent Territorial del Cadastre de Tarragona (AGE),5,64.91,€324.55,,€324.55,"Montero Lòpez, Nieves",PO,64.91,No autoritza publicació,324.55,,,Vocal Gerent Territorial del Cadastre de Tarragona (AGE)
Jurat Expr. Terres de l'Ebre | Vocals titulars,8,108,€864.00,,€864.00,"Montesó Ollé, Joan",GO,,108,864,,,Vocals titulars
Consell Rector Escola d'Administració Pública de Catalunya | Vocal,2,94.66,€189.32,,€189.32,"Montoro Chiner, M. Jesús",GO,,Pendent autorització,189.32,,,Vocal
Jurat Expr Terres de l'Ebre | Vocals titulars,8,108,€864.00,,€864.00,"Mora Bertumeu, José Luis",GO,,108,864,,,Vocals titulars
Consell d’Administració de Ferrocarrils de la Generalitat de Catalunya | Conseller/a (Especialista en gestió d'empreses),4,386.75,"€1,547.00",,"€1,547.00","Mora Bosch, Joan",PO,,386.75,1547,,,Conseller/a (Especialista en gestió d'empreses)
Consell d’Administració de l’Autoritat del Transport Metropolità (ATM) | Vocal (President de l’AMTU),5,325.8,"€1,629.00",,"€1,629.00","Mora Bosch, Joan",PO,,325.8,1629,,,Vocal (President de l’AMTU)
Comissió de Cooperació Local de Catalunya | Vocals suplents Adm. Locals,3,37.86,€113.58,,€113.58,"Mora Valls, Rosa Maria",GO,,Pendent autorització,113.58,,,Vocals suplents Adm. Locals
Consell d’Administració de l’Autoritat del Transport Metropolità (ATM) | Observadora (Directora del Área de Fomento de la Delegación del Gobierno en Catalunya del Ministerio de Fomento),5,325.8,"€1,629.00",,"€1,629.00","Morán Laorden, Dolores",PO,,325.8,1629,,,Observadora (Directora del Área de Fomento de la Delegación del Gobierno en Catalunya del Ministerio de Fomento)
Comissió Territorial d’Urbanisme de Barcelona | Vocal Directora de l’Àrea Funcional de Foment a la Delegació del Govern a Catalunya (AGE),8,64.91,€519.28,,€519.28,"Morán Laorden, Dolores",PO,,64.91,519.28,,,Vocal Directora de l’Àrea Funcional de Foment a la Delegació del Govern a Catalunya (AGE)
Comissió Territorial d’Urbanisme de Girona | Vocal Directora de l’Àrea Funcional de Foment a la Delegació del Govern a Catalunya (AGE),8,64.91,€519.28,,€519.28,"Morán Laorden, Dolores",PO,,64.91,519.28,,,Vocal Directora de l’Àrea Funcional de Foment a la Delegació del Govern a Catalunya (AGE)
Comissió Territorial d’Urbanisme de l’Àmbit Metropolità de Barcelona | Vocal Directora de l’Àrea Funcional de Foment a la Delegació del Govern a Catalunya (AGE),8,64.91,€519.28,,€519.28,"Morán Laorden, Dolores",PO,,64.91,519.28,,,Vocal Directora de l’Àrea Funcional de Foment a la Delegació del Govern a Catalunya (AGE)
Comissió Territorial d’Urbanisme de Lleida | Vocal Directora de l’Àrea Funcional de Foment a la Delegació del Govern a Catalunya (AGE),8,64.91,€519.28,,€519.28,"Morán Laorden, Dolores",PO,,64.91,519.28,,,Vocal Directora de l’Àrea Funcional de Foment a la Delegació del Govern a Catalunya (AGE)
Comissió Territorial d’Urbanisme de Tarragona | Vocal Directora de l’Àrea Funcional de Foment a la Delegació del Govern a Catalunya (AGE),8,64.91,€519.28,,€519.28,"Morán Laorden, Dolores",PO,,64.91,519.28,,,Vocal Directora de l’Àrea Funcional de Foment a la Delegació del Govern a Catalunya (AGE)
Comissió Territorial d’Urbanisme de la Catalunya Central | Vocal titular Representant de l’Administració General de l’Estat Directora de l’Àrea Funcional de Foment a la Delegació del Govern a Catalunya (AGE),8,64.91,€519.28,,€519.28,"Morán Laorden, Dolores",PO,,64.91,519.28,,,Vocal titular Representant de l’Administració General de l’Estat Directora de l’Àrea Funcional de Foment a la Delegació del Govern a Catalunya (AGE)
Comissió de Política Territorial i Urbanisme de Catalunya | Vocal Directora de l’Àrea Funcional de Foment a la Delegació del Govern a Catalunya (AGE),4,64.91,€259.64,,€259.64,"Morán Laorden, Dolores",PO,,64.91,259.64,,,Vocal Directora de l’Àrea Funcional de Foment a la Delegació del Govern a Catalunya (AGE)
Jurat Expropiació Barcelona | Vocals suplents,28,108,"€3,024.00",,"€3,024.00",Morató Ferrer Andreu,GO,,108,3024,,,Vocals suplents
Comissió Territorial d’Urbanisme de la Catalunya Central. Ponència Tècnica | Vocal  Economista del Col·legi d’Economistes de Catalunya,8,64.91,€519.28,,€519.28,"Morell Deltell, Miquel",PO,,64.91,519.28,,,Vocal  Economista del Col·legi d’Economistes de Catalunya
Jurat Expr. Terres de l'Ebre | Vocals titulars,8,108,€864.00,,€864.00,"Morello Elies, Enric",GO,,108,864,,,Vocals titulars
Consell Assessor de Ports de la Generalitat | Vocal (Representant d'UGT Transports),3,167.68,€503.04,,€503.04,"Moreno Cabello, Joan",PO,,167.68,503.04,,,Vocal (Representant d'UGT Transports)
Consell d’Administració de l’Agencia Catalana de l’Aigua | Vocal (Representant de PIMEC),4,551.72,"€2,206.88",,"€2,206.88","Moreno Torné, Vicenç",PO,551.72,No autoritza la publicació,2206.88,,,Vocal (Representant de PIMEC)
Jurat Expropiació Tarragona | Vocals suplents,10,108,"€1,080.00",,"€1,080.00","Morera Figuerola, Marcel•lí",GO,,Pendent autorització,1080,,,Vocals suplents
"Comissió Territorial d’Urbanisme de Barcelona | Vocal Director dels Serveis Territorials d’Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural a Barcelona",8,64.91,€519.28,,€519.28,"Morera Goberna, Marià",PO,64.91,No autoritza publicació,519.28,,,"Vocal Director dels Serveis Territorials d’Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural a Barcelona"
"Comissió Territorial d’Urbanisme de la Catalunya Central | Vocal titular Director dels Serveis Territorials d’Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural a la Catalunya Central",8,64.91,€519.28,,€519.28,"Morera Goberna, Marià",PO,64.91,No autoritza publicació,519.28,,,"Vocal titular Director dels Serveis Territorials d’Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural a la Catalunya Central"
"Comissió Territorial d’Urbanisme de l’Àmbit Metropolità de Barcelona | Vocal Director dels Serveis Territorials d’Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural a Barcelona",8,64.91,€519.28,,€519.28,"Morera Goberna, Marià",PO,64.91,No autoritza publicació,519.28,,,"Vocal Director dels Serveis Territorials d’Agricultura, Ramaderia, Pesca, Alimentació i Medi Natural a Barcelona"
Comissió Mixta Departament d'Ensenyament i entitats municipalistes | Membre,6,0,€0.00,,€0.00,"Morera, Mercè",EN,OJO 2013,Renúncia,0,,,Membre
Consell d'Administració d'Aeroports Públics de Catalunya | Vocal (Cap del Gabinet del Conseller del Departament de Presidència),7,251,"€1,757.00",,"€1,757.00","Moreso Rodolfo, Jordi",PO,,251,1757,,,Vocal (Cap del Gabinet del Conseller del Departament de Presidència)
Comissió Assessora sobre la Publicitat Institucional | Vocal,3,246.11,€738.33,,€738.33,"Moreso Rodolfo, Jordi",PR,,246.11,738.33,,,Vocal
| Gabinet Del Conseller/a,,,,"€68,746.49","€68,746.49","Moreso Rodolfo, Jordi",PR,2014,,,,,Gabinet Del Conseller/a
"Institut Català de Finances, Consell Assessor | Vocal",2,270,€540.00,,€540.00,"Moro Suárez, Alberto",EC,,270,540,,,Vocal
| Assessor del Conseller,,,,"€62,988.14","€62,988.14","Mosella Ximénez, Lluís",EC,2014,,,,,Assessor del Conseller
Consell d'Administració Institut Català de les Empreses Culturals | Directora de Serveis Cultura,6,162,€972.00,,€972.00,"Moya Gónzalez, M. Josefa",CU,Dept Cultura,162,972,,,Directora de Serveis Cultura
Consell General Institut Català de les Empreses Culturals | Directora de Serveis Cultura,2,162,€324.00,,€324.00,"Moya Gónzalez, M. Josefa",CU,Dept Cultura,162,324,,,Directora de Serveis Cultura
"| Directora General, Direcció de Serveis",,,,"€76,270.38","€76,270.38","Moya Gónzalez, M. Josefa",CU,2014,,,,,"Directora General, Direcció de Serveis"
| Cap del Gabinet de la Consellera,,,,"€68,746.49","€68,746.49","Moya Ibánez, M. Rosa",EN,2013,,,,,Cap del Gabinet de la Consellera
Comissió Territorial d’Urbanisme de Barcelona. Ponència Tècnica | Servei de Secretaria de les Comissions d’Urbanisme de l’Àmbit Metropolità de Barcelona dels Serveis Territorials del Departament de Territori i Sostenibilitat a Barcelona,8,64.91,€519.28,,€519.28,"Muchart Perramon, Glòria",PO,64.91,No autoritza publicació,519.28,,,Servei de Secretaria de les Comissions d’Urbanisme de l’Àmbit Metropolità de Barcelona dels Serveis Territorials del Departament de Territori i Sostenibilitat a Barcelona
Comissió Territorial d’Urbanisme de l’Àmbit Metropolità de Barcelona. Ponència Tècnica | Vocal Àrea Metropolitana de Barcelona,8,64.91,€519.28,,€519.28,"Müller, Willy",PO,64.91,No autoritza publicació,519.28,,,Vocal Àrea Metropolitana de Barcelona
Comissió de Cooperació Local de Catalunya | Vocals suplents Generalitat,3,37.86,€113.58,,€113.58,"Mundó Balcells, Josep Anton",GO,,37.86,113.58,,,Vocals suplents Generalitat
| Director de Serveis,,,,"€76,270.35","€76,270.35","Mundó Balcells, Josep Anton",IU,2014,,,,,Director de Serveis
Com Delimitació Territorial | Vocals titulars,3,43.2,€129.60,,€129.60,"Munell Garcia, Jordi",GO,,43.2,129.6,,,Vocals titulars
Consell Assessor de la Institució de les Lletres Catalanes | Vocal representant del Col'legí Oficial de BíbIiotecaris-Documentalístes de Catalunya,2,59.5,€119.00,,€119.00,"Muntada Balust, Mercè",CU,,59.5,119,,,Vocal representant del Col'legí Oficial de BíbIiotecaris-Documentalístes de Catalunya
"Institut Català de Finances, Comissió d’Inversions en Capital | Vocal",11,379,"€4,169.00",,"€4,169.00","Muntadas-prim Lafita, Felip",EC,,379,4169,,,Vocal
"Empresa de Promoció i Localització Industrial de Catalunya, SA (Avançsa) | Consell d'Administracio (Director General AVANÇSA)",11,378.64,"€4,165.04",,"€4,165.04","Muntadas-prim Lafita, Felip",IU,,378.64,4165.04,,,Consell d'Administracio (Director General AVANÇSA)
Com Delimitació Territorial | Vocals titulars,3,43.2,€129.60,,€129.60,"Muntaner Pasqual, Josep M.",GO,,Pendent autorització,129.6,,,Vocals titulars
| Consellera,,,,"€103,176.38","€103,176.38","Munté Fernàndez, Neus",BE,2013,,,,,Consellera
Comissió Territorial d’Urbanisme de Girona | Vocal Directora dels Serveis Territorials del Departament de Governació i Relacions Institucionals a Girona,8,64.91,€519.28,,€519.28,"Muradas Vázquez, Isabel",PO,,64.91,519.28,,,Vocal Directora dels Serveis Territorials del Departament de Governació i Relacions Institucionals a Girona
Comissió de Cooperació Local de Catalunya | Vocals suplents Generalitat,3,37.86,€113.58,,€113.58,"Muradas Vázquez, Isabel",GO,,37.86,113.58,,,Vocals suplents Generalitat
Comissió Territorial d’Urbanisme de Tarragona | Vocal d’Urbanisme de Tarragona Directora dels Serveis Territorials del Departament de Governació i Relacions Institucionals a Tarragona,8,64.91,€519.28,,€519.28,"Murillo Cabré, Maria Dolors",PO,,64.91,519.28,,,Vocal d’Urbanisme de Tarragona Directora dels Serveis Territorials del Departament de Governació i Relacions Institucionals a Tarragona
Comissió de Cooperació Local de Catalunya | Vocals titulars Adm. Locals,3,37.86,€113.58,,€113.58,"Muro Manso, Juli",GO,,37.86,113.58,,,Vocals titulars Adm. Locals
Entitat Autònoma de Jocs i Apostes (EAJA). Consell d’Administració | Vocal,12,540,"€6,480.00",,"€6,480.00","Muro Ollé, Marian",EC,,540,6480,,,Vocal
Consell d’Administració de Ferrocarrils de la Generalitat de Catalunya | Conseller/a (Directora General de Turisme del Departament d’Empresa i Ocupació),4,386.75,"€1,547.00",,"€1,547.00","Muro Ollé, Marian",PO,,386.75,1547,,,Conseller/a (Directora General de Turisme del Departament d’Empresa i Ocupació)
| Directora General de Turisme,,,,"€76,270.35","€76,270.35","Muro Ollé, Marian",IU,2014,,,,,Directora General de Turisme
Jurat Expropiació Tarragona | Vocals suplents,10,108,"€1,080.00",,"€1,080.00","Muro Villalón, Jesús Víctor",GO,,108,1080,,,Vocals suplents
Jurat Expropiació Lleida | Vocals suplents,20,108,"€2,160.00",,"€2,160.00","Nadal Reimat, Juan Manuel",GO,Assessoria Jurídica Dept Cultura,Pendent autorització,2160,,,Vocals suplents
Comissió Territorial d’Urbanisme de Lleida. Ponència Tècnica | Tècnic assessor Arquitecte dels Serveis Territorials del Departament de Territori i Sostenibilitat a Lleida,8,64.91,€519.28,,€519.28,"Naval Duran, Angel",PO,,64.91,519.28,,,Tècnic assessor Arquitecte dels Serveis Territorials del Departament de Territori i Sostenibilitat a Lleida
Consell Rector Escola d'Administració Pública de Catalunya | Vocal,2,94.66,€189.32,,€189.32,"Navarro Soberbio, Mª Carmen",GO,,94.66,189.32,,,Vocal
Comissió Territorial d’Urbanisme de Girona. Ponència Tècnica | Arquitecte dels Serveis Territorials del Departamentde Territori i Sostenibilitat a Girona,8,64.91,€519.28,,€519.28,"Negre Dalmau, Loreto",PO,,64.91,519.28,,,Arquitecte dels Serveis Territorials del Departamentde Territori i Sostenibilitat a Girona
Com Delimitació Territorial | Vocals suplents,3,43.2,€129.60,,€129.60,"Nel•lo Colom, Oriol",GO,,Pendent autorització,129.6,,,Vocals suplents
Comissió Territorial d’Urbanisme de Tarragona | Vocal Delegat Territorial del Govern de la Generalitat a Tarragona.Departament de la Presidència,8,64.91,€519.28,,€519.28,"Nin Borreda, Joaquim",PO,,64.91,519.28,,,Vocal Delegat Territorial del Govern de la Generalitat a Tarragona.Departament de la Presidència
Comissió de Cooperació Local de Catalunya | Vocals titulars Generalitat,3,37.86,€113.58,,€113.58,"Nin Borreda, Joaquim",GO,,37.86,113.58,,,Vocals titulars Generalitat
